cpu_name,passmark_score,passmark_rank,passmark_value
AMD FX-8800P,2837,3051,
AMD FX-9370 Eight-Core,6375,2025,30.07
AMD FX-9590 Eight-Core,6822,1941,24.19
AMD FX-9800P,2465,3251,
AMD FX-9830P,3306,2833,
AMD FX-B4150 Quad-Core,3369,2810,37.57
AMD G-T40E,289,5251,
AMD G-T40N,299,5237,
AMD G-T40R,120,5493,
AMD G-T44R,116,5499,
AMD G-T48E,423,5057,
AMD G-T52R,177,5419,
AMD G-T56E,442,5039,
AMD G-T56N,484,5005,
AMD Geode NX 2400+,400,5093,
AMD GX-210JA SOC,248,5308,
AMD GX-212JC SOC,636,4821,
AMD GX-217GA SOC,794,4618,
AMD GX-218GL SOC,754,4669,
AMD GX-222GC SOC,1044,4341,
AMD GX-412HC,1095,4270,
AMD GX-412TC SOC,650,4809,
AMD GX-415GA SOC,1407,4000,
AMD GX-416RA SOC,1604,3834,
AMD GX-420CA SOC,1785,3712,
AMD GX-420MC SOC,1796,3707,
AMD GX-424CC SOC,1819,3685,
AMD Opteron 1212,593,4865,2.04
AMD Opteron 1212 HE,771,4646,
AMD Opteron 1214,763,4656,8.46
AMD Opteron 1214 HE,806,4600,
AMD Opteron 1216,781,4638,14.23
AMD Opteron 1216 HE,727,4708,
AMD Opteron 1218,910,4485,
AMD Opteron 1218 HE,979,4414,
AMD Opteron 1220,1036,4349,
AMD Opteron 1222,1089,4284,
AMD Opteron 1352,1547,3884,11.38
AMD Opteron 1354,1635,3817,6.87
AMD Opteron 1356,1703,3766,18.92
AMD Opteron 1381,1797,3706,
AMD Opteron 1385,2089,3497,46.42
AMD Opteron 1389,2079,3504,
AMD Opteron 144,316,5210,10.55
AMD Opteron 146,346,5158,1.45
AMD Opteron 148,392,5105,
AMD Opteron 150,393,5103,1.11
AMD Opteron 152,428,5051,
AMD Opteron 154,457,5030,
AMD Opteron 165,531,4954,0.61
AMD Opteron 170,648,4811,
AMD Opteron 175,682,4762,
AMD Opteron 180,746,4680,3.93
AMD Opteron 185,695,4747,
AMD Opteron 2218,1036,4348,1.99
AMD Opteron 2220,1106,4262,0.85
AMD Opteron 2220 SE,909,4489,36.35
AMD Opteron 2222,1198,4167,63.08
AMD Opteron 2354,1509,3920,5.29
AMD Opteron 2356,1829,3676,25.41
AMD Opteron 2373 EE,1744,3742,
AMD Opteron 2378,1864,3650,128.65
AMD Opteron 2384,2074,3507,1.78
AMD Opteron 2393 SE,1317,4066,
AMD Opteron 2419 EE,1902,3629,
AMD Opteron 2427,1995,3559,36.28
AMD Opteron 2431,2894,3027,115.82
AMD Opteron 2435,3061,2951,279.52
AMD Opteron 254,451,5035,
AMD Opteron 270,736,4696,2.72
AMD Opteron 275,839,4571,5.6
AMD Opteron 280,765,4652,2.89
AMD Opteron 285,956,4438,38.3
AMD Opteron 290,952,4444,7.05
AMD Opteron 3250 HE,2061,3516,20.82
AMD Opteron 3260 HE,2283,3377,
AMD Opteron 3280,3783,2652,52.53
AMD Opteron 3320 EE,1918,3603,3.75
AMD Opteron 3350 HE,2699,3116,7.54
AMD Opteron 3365,4125,2539,
AMD Opteron 3380,4358,2487,5.39
AMD Opteron 4130,2342,3339,12.33
AMD Opteron 4162 EE,2058,3518,102.97
AMD Opteron 4170 HE,2382,3311,7.22
AMD Opteron 4174 HE,2986,2989,
AMD Opteron 4184,2872,3038,8.7
AMD Opteron 4226,3400,2788,35.81
AMD Opteron 4274 HE,5776,2155,75.05
AMD Opteron 4280,4504,2446,17.25
AMD Opteron 4284,4665,2403,103.79
AMD Opteron 4332 HE,3911,2607,7.05
AMD Opteron 4334,3949,2595,30.39
AMD Opteron 4365 EE,3582,2720,
AMD Opteron 4376 HE,4318,2495,6.87
AMD Opteron 4386,3273,2848,7.12
AMD Opteron 6128,2826,3055,10.47
AMD Opteron 6128 HE,2932,3015,
AMD Opteron 6136,3381,2800,9.69
AMD Opteron 6164 HE,3478,2755,
AMD Opteron 6172,2615,3170,13.76
AMD Opteron 6174,3697,2685,32.72
AMD Opteron 6176 SE,3564,2726,14.26
AMD Opteron 6212,3973,2586,8.16
AMD Opteron 6220,4753,2391,5.46
AMD Opteron 6234,4072,2564,9.03
AMD Opteron 6238,5625,2188,12.79
AMD Opteron 6272,5240,2291,6.1
AMD Opteron 6274,5643,2184,24.54
AMD Opteron 6276,6348,2037,15.99
AMD Opteron 6281,7279,1856,
AMD Opteron 6282 SE,6385,2024,8.29
AMD Opteron 6287 SE,6925,1925,
AMD Opteron 6328,5306,2276,5.58
AMD Opteron 6344,6069,2092,123.85
AMD Opteron 6348,7850,1770,7.14
AMD Opteron 6366 HE,5613,2193,7.28
AMD Opteron 6376,5572,2207,2.91
AMD Opteron 6378,5889,2129,15.14
AMD Opteron 6380,6687,1972,18.08
AMD Opteron 6386 SE,8291,1710,9.42
AMD Opteron 8439 SE,2479,3245,0.68
AMD Opteron X2170 APU,1911,3613,
AMD Opteron X3216 APU,1498,3923,
AMD Opteron X3418 APU,3043,2957,
AMD Opteron X3421 APU,3306,2832,
AMD Phenom 8250 Triple-Core,1114,4257,
AMD Phenom 8250e Triple-Core,1084,4289,23.08
AMD Phenom 8400 Triple-Core,1164,4204,
AMD Phenom 8450 Triple-Core,1221,4148,8.31
AMD Phenom 8450e Triple-Core,1206,4161,
AMD Phenom 8600 Triple-Core,1267,4109,23.91
AMD Phenom 8600B Triple-Core,1464,3942,97.94
AMD Phenom 8650 Triple-Core,1218,4152,48.63
AMD Phenom 8750 Triple-Core,1445,3958,
AMD Phenom 8750B Triple-Core,1188,4182,
AMD Phenom 8850 Triple-Core,1142,4229,
AMD Phenom 8850B Triple-Core,1281,4091,
AMD Phenom 9100e Quad-Core,1353,4029,38.71
AMD Phenom 9150e Quad-Core,1427,3979,5.77
AMD Phenom 9350e Quad-Core,1659,3795,0.49
AMD Phenom 9450e Quad-Core,1455,3946,13.86
AMD Phenom 9500 Quad-Core,1564,3868,52.14
AMD Phenom 9550 Quad-Core,1667,3794,72.15
AMD Phenom 9600 Quad-Core,1607,3831,40.19
AMD Phenom 9600B Quad-Core,1842,3669,46.11
AMD Phenom 9650 Quad-Core,1778,3720,44.46
AMD Phenom 9750 Quad-Core,1846,3664,38.44
AMD Phenom 9750B Quad-Core,1520,3911,
AMD Phenom 9850 Quad-Core,1712,3760,13.17
AMD Phenom 9850B Quad-Core,1946,3589,
AMD Phenom 9950 Quad-Core,1884,3637,9.42
AMD Phenom FX-5000 Quad-Core,1599,3836,
AMD Phenom FX-5200 Quad-Core,1699,3769,
AMD Phenom II N620 Dual-Core,992,4397,33.08
AMD Phenom II N640 Dual-Core,1135,4238,20.66
AMD Phenom II N660 Dual-Core,1083,4290,12.17
AMD Phenom II N830 3+1,1768,3729,
AMD Phenom II N830 Triple-Core,1249,4125,
AMD Phenom II N850 Triple-Core,1318,4064,52.73
AMD Phenom II N870 Triple-Core,1324,4059,
AMD Phenom II N930 Quad-Core,1580,3855,12.16
AMD Phenom II N950 Quad-Core,1616,3825,14.35
AMD Phenom II N970 Quad-Core,1728,3753,11.52
AMD Phenom II P650 Dual-Core,1018,4370,29.09
AMD Phenom II P820 Triple-Core,1125,4242,
AMD Phenom II P840 Triple-Core,1079,4299,
AMD Phenom II P860 Triple-Core,1250,4123,
AMD Phenom II P920 Quad-Core,1006,4386,15.48
AMD Phenom II P940 Quad-Core,1319,4063,
AMD Phenom II P960 Quad-Core,1424,3985,41.88
AMD Phenom II X2 511,1265,4111,
AMD Phenom II X2 521,1349,4035,
AMD Phenom II X2 545,1236,4137,28.09
AMD Phenom II X2 550,1197,4169,28.96
AMD Phenom II X2 555,1312,4068,100.69
AMD Phenom II X2 560,1381,4013,77.96
AMD Phenom II X2 565,1453,3950,8.6
AMD Phenom II X2 570,1437,3968,
AMD Phenom II X2 B53,1137,4235,
AMD Phenom II X2 B55,1222,4147,32.21
AMD Phenom II X2 B57,1260,4114,
AMD Phenom II X2 B59,1407,3999,29.31
AMD Phenom II X3 700e,1451,3953,
AMD Phenom II X3 705e,1519,3912,9.97
AMD Phenom II X3 710,1597,3843,9.45
AMD Phenom II X3 720,1600,3835,24.83
AMD Phenom II X3 740,1424,3986,16.0
AMD Phenom II X3 B73,1671,3786,22.28
AMD Phenom II X3 B75,1783,3717,35.69
AMD Phenom II X3 B77,1844,3667,82.71
AMD Phenom II X4 805,2001,3557,11.5
AMD Phenom II X4 810,2036,3528,9.56
AMD Phenom II X4 820,2125,3477,44.25
AMD Phenom II X4 830,2089,3498,109.87
AMD Phenom II X4 840,2456,3261,81.85
AMD Phenom II X4 840T,2367,3324,40.8
AMD Phenom II X4 850,2462,3256,37.88
AMD Phenom II X4 900e,1727,3755,
AMD Phenom II X4 905e,2014,3549,37.3
AMD Phenom II X4 910,1776,3721,17.76
AMD Phenom II X4 910e,2144,3464,30.68
AMD Phenom II X4 920,2216,3422,79.45
AMD Phenom II X4 925,2264,3387,109.04
AMD Phenom II X4 940,2363,3328,11.16
AMD Phenom II X4 945,2422,3287,55.0
AMD Phenom II X4 955,2547,3213,43.17
AMD Phenom II X4 960T,2373,3317,45.62
AMD Phenom II X4 965,2662,3139,41.57
AMD Phenom II X4 970,2785,3071,64.93
AMD Phenom II X4 973,2204,3426,
AMD Phenom II X4 975,2638,3150,37.71
AMD Phenom II X4 977,2377,3313,
AMD Phenom II X4 980,2880,3034,22.16
AMD Phenom II X4 B05e,1906,3622,
AMD Phenom II X4 B15e,1825,3679,
AMD Phenom II X4 B25,2108,3486,
AMD Phenom II X4 B35,2417,3294,
AMD Phenom II X4 B40,2238,3410,
AMD Phenom II X4 B45,2327,3347,
AMD Phenom II X4 B50,2464,3252,
AMD Phenom II X4 B55,2594,3180,
AMD Phenom II X4 B60,2627,3159,
AMD Phenom II X4 B65,2690,3121,
AMD Phenom II X4 B70,2303,3364,
AMD Phenom II X4 B93,2159,3457,
AMD Phenom II X4 B95,2427,3280,41.84
AMD Phenom II X4 B97,2559,3202,32.0
AMD Phenom II X4 B99,2536,3217,
AMD Phenom II X6 1035T,3012,2973,27.89
AMD Phenom II X6 1045T,3223,2871,67.15
AMD Phenom II X6 1055T,3385,2799,16.92
AMD Phenom II X6 1065T,3413,2782,51.42
AMD Phenom II X6 1075T,3504,2749,53.88
AMD Phenom II X6 1090T,3822,2639,13.65
AMD Phenom II X6 1100T,3936,2599,15.14
AMD Phenom II X6 1405T,3371,2808,
AMD Phenom II X620 Dual-Core,1262,4112,
AMD Phenom II X640 Dual-Core,1165,4202,
AMD Phenom II X920 Quad-Core,1669,3788,
AMD Phenom II X940 Quad-Core,1797,3704,
AMD Phenom X2 Dual-Core GE-5060,1566,3866,
AMD Phenom X2 Dual-Core GE-6060,1722,3756,
AMD Phenom X2 Dual-Core GE-7060,1010,4379,
AMD Phenom X2 Dual-Core GP-7730,884,4515,
AMD Phenom X3 8550,1151,4219,41.08
AMD Phenom X4 Quad-Core GP-9500,1297,4079,
AMD Phenom X4 Quad-Core GP-9530,1228,4144,
AMD Phenom X4 Quad-Core GP-9600,1649,3808,
AMD Phenom X4 Quad-Core GP-9730,1784,3714,
AMD Phenom X4 Quad-Core GS-6560,1063,4322,
AMD PRO A10-8700B,2177,3448,
AMD PRO A10-8730B,2311,3359,
AMD PRO A10-8750B,3062,2949,
AMD PRO A10-8770,3550,2731,
AMD PRO A10-8770E,3001,2981,
AMD PRO A10-8850B,3752,2663,
AMD PRO A10-9700,3599,2718,21.29
AMD PRO A10-9700B,2530,3223,
AMD PRO A10-9700E,3063,2947,22.03
AMD PRO A12-8800B,2667,3137,
AMD PRO A12-8830B,2626,3160,
AMD PRO A12-8870,3809,2642,
AMD PRO A12-8870E,3010,2974,
AMD PRO A12-9800,3751,2664,22.2
AMD PRO A12-9800B,2705,3113,
AMD PRO A12-9800E,3128,2912,18.51
AMD PRO A4-3350B APU,1772,3724,
AMD PRO A4-4350B,1073,4309,
AMD PRO A4-8350B,1690,3775,58.3
AMD PRO A6-7350B,1299,4078,
AMD PRO A6-8500B,1592,3848,
AMD PRO A6-8530B,1156,4212,
AMD PRO A6-8550B,1882,3638,
AMD PRO A6-8570,1918,3602,
AMD PRO A6-8570E,1571,3861,
AMD PRO A6-9500,1873,3646,25.32
AMD PRO A6-9500B,1363,4023,
AMD PRO A6-9500E,1689,3776,22.83
AMD PRO A8-8600B,2203,3428,
AMD PRO A8-8650B,3230,2867,
AMD PRO A8-8670E,3232,2865,
AMD PRO A8-9600,3318,2828,27.89
AMD PRO A8-9600B,2200,3431,
AMD QC-4000,1155,4215,
AMD R-260H APU,954,4442,
AMD R-272F APU,1215,4154,
AMD R-460L APU,1538,3893,
AMD R-464L APU,1773,3723,
AMD RX-225FB,892,4502,
AMD RX-425BB,2637,3152,
AMD RX-427BB,2669,3135,
AMD Ryzen 3 1200,6267,2052,76.41
AMD Ryzen 3 1300X,6925,1924,111.23
AMD Ryzen 3 210,13508,1295,
AMD Ryzen 3 2200G,6735,1959,67.35
AMD Ryzen 3 2200GE,5980,2112,
AMD Ryzen 3 2200U,3651,2700,
AMD Ryzen 3 2300U,5484,2231,
AMD Ryzen 3 2300X,7570,1810,42.5
AMD Ryzen 3 3100,11528,1430,115.29
AMD Ryzen 3 3200G,6998,1914,108.66
AMD Ryzen 3 3200GE,7168,1882,
AMD Ryzen 3 3200U,3728,2675,
AMD Ryzen 3 3250C,3153,2904,
AMD Ryzen 3 3250U,3709,2681,
AMD Ryzen 3 3300U,5684,2176,
AMD Ryzen 3 3300X,12595,1359,104.96
AMD Ryzen 3 3350U,5732,2164,
AMD Ryzen 3 3500U with Radeon Vega Mobile Gfx,5946,2122,
AMD Ryzen 3 4100,11045,1465,160.08
AMD Ryzen 3 4300G,9964,1546,60.63
AMD Ryzen 3 4300GE,11233,1458,
AMD Ryzen 3 4300U,7322,1850,
AMD Ryzen 3 5300G,13069,1328,153.77
AMD Ryzen 3 5300GE,12892,1341,
AMD Ryzen 3 5300U,9419,1599,
AMD Ryzen 3 5400U,11007,1471,
AMD Ryzen 3 5425U,11265,1454,
AMD Ryzen 3 7320C,8193,1725,
AMD Ryzen 3 7320U,8586,1681,
AMD Ryzen 3 7330U,10466,1507,
AMD Ryzen 3 7335U,12495,1364,
AMD Ryzen 3 7440U,13100,1325,
AMD Ryzen 3 8300G,14113,1246,
AMD Ryzen 3 8300GE,13568,1290,
AMD Ryzen 3 8440U,11957,1395,
AMD Ryzen 3 PRO 1200,5429,2243,
AMD Ryzen 3 PRO 1300,7084,1893,
AMD Ryzen 3 PRO 210,12155,1385,
AMD Ryzen 3 PRO 2100GE,4065,2566,
AMD Ryzen 3 PRO 2200G,6650,1974,
AMD Ryzen 3 PRO 2200GE,5968,2117,
AMD Ryzen 3 PRO 2300U,5625,2189,
AMD Ryzen 3 PRO 3200G,6500,2005,
AMD Ryzen 3 PRO 3200GE,6798,1947,
AMD Ryzen 3 PRO 3300U,5839,2138,
AMD Ryzen 3 PRO 4200G,10831,1486,
AMD Ryzen 3 PRO 4200GE,10930,1479,
AMD Ryzen 3 PRO 4350G,10948,1475,
AMD Ryzen 3 PRO 4350GE,10938,1478,
AMD Ryzen 3 PRO 4355GE,10693,1495,
AMD Ryzen 3 PRO 4450U,9467,1590,
AMD Ryzen 3 PRO 5350G,13787,1271,
AMD Ryzen 3 PRO 5350GE,12622,1357,
AMD Ryzen 3 PRO 5355G,14033,1257,
AMD Ryzen 3 PRO 5355GE,12761,1347,
AMD Ryzen 3 PRO 5450U,10804,1489,
AMD Ryzen 3 PRO 5475U,11141,1462,
AMD Ryzen 3 PRO 7330U,12461,1366,
AMD Ryzen 3 PRO 7335U,12267,1379,
AMD Ryzen 3 PRO 8300G,14540,1210,34.37
AMD Ryzen 3 PRO 8300GE,14491,1213,
AMD Ryzen 5 1400,7735,1787,85.01
AMD Ryzen 5 1500X,9074,1638,75.63
AMD Ryzen 5 1600,12260,1380,156.3
AMD Ryzen 5 1600X,13015,1334,132.82
AMD Ryzen 5 220,18735,970,
AMD Ryzen 5 230,20096,901,
AMD Ryzen 5 240,23085,736,
AMD Ryzen 5 2400G,8731,1665,134.38
AMD Ryzen 5 2400GE,7237,1867,
AMD Ryzen 5 2500U,6498,2007,
AMD Ryzen 5 2500X,9391,1602,
AMD Ryzen 5 2600,13142,1322,132.76
AMD Ryzen 5 2600E,12346,1376,
AMD Ryzen 5 2600H,8002,1756,
AMD Ryzen 5 2600X,13875,1267,55.5
AMD Ryzen 5 3350G,8922,1652,
AMD Ryzen 5 3350GE,9049,1644,
AMD Ryzen 5 3400G,9199,1625,113.57
AMD Ryzen 5 3400GE,8811,1661,24.79
AMD Ryzen 5 3450U,6552,1992,
AMD Ryzen 5 3500,12781,1345,166.0
AMD Ryzen 5 3500C,5786,2153,
AMD Ryzen 5 3500U,6830,1939,
AMD Ryzen 5 3500X,13163,1316,65.18
AMD Ryzen 5 3550H,7678,1797,
AMD Ryzen 5 3550U,7681,1796,
AMD Ryzen 5 3580U,7139,1889,
AMD Ryzen 5 3580U with Radeon Vega Mobile Gfx,8491,1693,
AMD Ryzen 5 3600,17681,1039,196.56
AMD Ryzen 5 3600X,18134,1008,211.87
AMD Ryzen 5 3600XT,18544,978,115.91
AMD Ryzen 5 40,10081,1533,
AMD Ryzen 5 4400G,17160,1069,
AMD Ryzen 5 4500,16031,1133,235.76
AMD Ryzen 5 4500U,10693,1494,
AMD Ryzen 5 4600G,15981,1135,82.76
AMD Ryzen 5 4600GE,15889,1140,
AMD Ryzen 5 4600H,14172,1240,
AMD Ryzen 5 4600HS,14349,1226,
AMD Ryzen 5 4600U,13069,1329,
AMD Ryzen 5 5500,19305,944,209.83
AMD Ryzen 5 5500GT,18905,956,125.76
AMD Ryzen 5 5500H,11444,1438,
AMD Ryzen 5 5500U,12718,1353,
AMD Ryzen 5 5500X3D,20407,884,
AMD Ryzen 5 5560U,15202,1172,
AMD Ryzen 5 5600,21545,817,173.77
AMD Ryzen 5 5600F,18587,974,
AMD Ryzen 5 5600G,19692,921,103.64
AMD Ryzen 5 5600GE,18013,1023,
AMD Ryzen 5 5600GT,20293,889,127.63
AMD Ryzen 5 5600H,16496,1101,
AMD Ryzen 5 5600T,22025,788,92.13
AMD Ryzen 5 5600U,15038,1183,
AMD Ryzen 5 5600X,21844,801,159.59
AMD Ryzen 5 5600X3D,21861,800,
AMD Ryzen 5 5600XT,22284,774,131.86
AMD Ryzen 5 5625U,14669,1201,
AMD Ryzen 5 6600H,18482,982,
AMD Ryzen 5 6600HS Creator Edition,17708,1038,
AMD Ryzen 5 6600U,16924,1081,
AMD Ryzen 5 7235HS,12419,1371,
AMD Ryzen 5 7400,20507,875,
AMD Ryzen 5 7400F,25610,635,
AMD Ryzen 5 7430U,15959,1136,
AMD Ryzen 5 7500F,26652,603,149.42
AMD Ryzen 5 7500X3D,25023,654,78.2
AMD Ryzen 5 7520C,8104,1735,
AMD Ryzen 5 7520U,9045,1645,
AMD Ryzen 5 7530U,15294,1169,
AMD Ryzen 5 7533HS,15119,1178,
AMD Ryzen 5 7535H,14065,1251,
AMD Ryzen 5 7535HS,17780,1033,
AMD Ryzen 5 7535U,16881,1084,
AMD Ryzen 5 7540U,18627,972,
AMD Ryzen 5 7545U,20247,894,
AMD Ryzen 5 7600,27017,589,131.16
AMD Ryzen 5 7600X,28321,545,160.01
AMD Ryzen 5 7600X3D,25765,630,74.43
AMD Ryzen 5 7640HS,22910,743,
AMD Ryzen 5 7640U,20722,861,
AMD Ryzen 5 7645HX,26097,621,
AMD Ryzen 5 8400F,24504,682,170.23
AMD Ryzen 5 8500G,21471,821,143.14
AMD Ryzen 5 8500GE,21147,840,
AMD Ryzen 5 8540U,18400,990,
AMD Ryzen 5 8600G,25218,648,126.73
AMD Ryzen 5 8640HS,19850,911,
AMD Ryzen 5 8640U,20170,898,
AMD Ryzen 5 8645HS,22248,776,
AMD Ryzen 5 9500F,28497,537,
AMD Ryzen 5 9600,29280,518,108.72
AMD Ryzen 5 9600X,29999,499,155.43
AMD Ryzen 5 Microsoft Surface Edition,7243,1866,
AMD Ryzen 5 PRO 1500,9062,1641,
AMD Ryzen 5 PRO 1600,11875,1399,
AMD Ryzen 5 PRO 215,17949,1027,
AMD Ryzen 5 PRO 220,19889,909,
AMD Ryzen 5 PRO 230,19546,928,
AMD Ryzen 5 PRO 2400G,8534,1685,
AMD Ryzen 5 PRO 2400GE,7788,1778,
AMD Ryzen 5 PRO 2500U,6602,1981,
AMD Ryzen 5 PRO 2600,13330,1304,
AMD Ryzen 5 PRO 3350G,9117,1631,
AMD Ryzen 5 PRO 3350GE,9643,1577,
AMD Ryzen 5 PRO 3400G,9044,1646,
AMD Ryzen 5 PRO 3400GE,7681,1795,
AMD Ryzen 5 PRO 3500U,6937,1921,
AMD Ryzen 5 PRO 3600,17194,1066,
AMD Ryzen 5 PRO 4400G,16401,1106,
AMD Ryzen 5 PRO 4400GE,14795,1193,
AMD Ryzen 5 PRO 4500U,12117,1387,
AMD Ryzen 5 PRO 4650G,16043,1132,62.76
AMD Ryzen 5 PRO 4650GE,15311,1167,
AMD Ryzen 5 PRO 4650U,12065,1391,
AMD Ryzen 5 PRO 4655G,16261,1114,98.21
AMD Ryzen 5 PRO 4655GE,14015,1260,
AMD Ryzen 5 PRO 5645,21904,798,
AMD Ryzen 5 PRO 5650G,20444,881,
AMD Ryzen 5 PRO 5650GE,18121,1011,
AMD Ryzen 5 PRO 5650U,14174,1239,
AMD Ryzen 5 PRO 5655G,19739,918,
AMD Ryzen 5 PRO 5655GE,18033,1019,
AMD Ryzen 5 PRO 5675U,14178,1238,
AMD Ryzen 5 PRO 6650H,18198,1001,
AMD Ryzen 5 PRO 6650U,16219,1118,
AMD Ryzen 5 PRO 7445,22819,748,
AMD Ryzen 5 PRO 7530U,14021,1258,
AMD Ryzen 5 Pro 7535U,16165,1123,
AMD Ryzen 5 PRO 7540U,17495,1047,
AMD Ryzen 5 PRO 7545U,19298,945,
AMD Ryzen 5 PRO 7640HS,22132,783,
AMD Ryzen 5 PRO 7640U,21287,830,
AMD Ryzen 5 PRO 7645,27565,571,61.71
AMD Ryzen 5 PRO 8500G,21993,791,
AMD Ryzen 5 PRO 8500GE,21632,811,
AMD Ryzen 5 PRO 8540U,18315,995,
AMD Ryzen 5 PRO 8600G,25291,645,
AMD Ryzen 5 PRO 8600GE,23774,713,
AMD Ryzen 5 PRO 8640HS,21197,836,
AMD Ryzen 5 PRO 8640U,22373,770,
AMD Ryzen 5 PRO 8645HS,23227,731,
AMD Ryzen 5 PRO 9645,31514,450,
AMD Ryzen 7 1700,14764,1195,98.43
AMD Ryzen 7 1700X,15623,1149,130.2
AMD Ryzen 7 1800X,16288,1112,69.02
AMD Ryzen 7 250,25549,638,
AMD Ryzen 7 255,29892,502,
AMD Ryzen 7 260,28261,548,
AMD Ryzen 7 2700,15631,1148,78.16
AMD Ryzen 7 2700E,14657,1203,
AMD Ryzen 7 2700U,6819,1942,
AMD Ryzen 7 2700X,17447,1054,128.3
AMD Ryzen 7 2800H,8170,1727,
AMD Ryzen 7 3700C,6714,1965,
AMD Ryzen 7 3700U,7037,1901,
AMD Ryzen 7 3700X,22423,767,194.39
AMD Ryzen 7 3750H,7976,1760,
AMD Ryzen 7 3780U,7483,1823,
AMD Ryzen 7 3800X,22999,740,98.61
AMD Ryzen 7 3800XT,23432,725,101.88
AMD Ryzen 7 4700G,20148,899,85.69
AMD Ryzen 7 4700GE,19636,922,
AMD Ryzen 7 4700U,13159,1317,
AMD Ryzen 7 4800H,18031,1020,
AMD Ryzen 7 4800HS,18014,1022,
AMD Ryzen 7 4800U,16430,1105,
AMD Ryzen 7 4850U Mobile,17110,1072,
AMD Ryzen 7 4980U Microsoft Surface Edition,17469,1052,
AMD Ryzen 7 5700,24293,691,134.96
AMD Ryzen 7 5700G,24336,689,172.31
AMD Ryzen 7 5700GE,21484,818,
AMD Ryzen 7 5700U,15490,1155,
AMD Ryzen 7 5700X,26599,606,156.47
AMD Ryzen 7 5700X3D,26306,614,79.72
AMD Ryzen 7 5800,25734,631,
AMD Ryzen 7 5800H,20654,865,
AMD Ryzen 7 5800HS,19479,931,
AMD Ryzen 7 5800HS Creator Edition,17636,1042,
AMD Ryzen 7 5800U,18054,1016,
AMD Ryzen 7 5800X,27705,568,125.77
AMD Ryzen 7 5800X3D,28296,547,33.29
AMD Ryzen 7 5800XT,28008,558,127.89
AMD Ryzen 7 5825C,14561,1209,
AMD Ryzen 7 5825U,18014,1021,
AMD Ryzen 7 6800H,22883,745,
AMD Ryzen 7 6800HS,22618,760,
AMD Ryzen 7 6800HS Creator Edition,21391,826,
AMD Ryzen 7 6800U,20758,858,
AMD Ryzen 7 6810U,22741,753,
AMD Ryzen 7 7435H,22804,749,
AMD Ryzen 7 7435HS,23027,738,
AMD Ryzen 7 7445HS,19108,950,
AMD Ryzen 7 7700,34392,397,93.01
AMD Ryzen 7 7700G,32432,432,
AMD Ryzen 7 7700X,35590,377,144.7
AMD Ryzen 7 7730U,17655,1040,
AMD Ryzen 7 7735H,23472,724,
AMD Ryzen 7 7735HS,22771,751,
AMD Ryzen 7 7735U,20503,877,
AMD Ryzen 7 7736U,21696,805,
AMD Ryzen 7 7745HX,32490,431,
AMD Ryzen 7 7800X3D,34289,401,95.25
AMD Ryzen 7 7840H,27806,567,
AMD Ryzen 7 7840HS,28493,539,
AMD Ryzen 7 7840HX,42758,298,
AMD Ryzen 7 7840S,23290,729,
AMD Ryzen 7 7840U,24514,680,
AMD Ryzen 7 8700F,31224,461,125.41
AMD Ryzen 7 8700G,31673,448,116.87
AMD Ryzen 7 8745H,29427,513,
AMD Ryzen 7 8745HS,28992,528,
AMD Ryzen 7 8745HX,31467,453,
AMD Ryzen 7 8840HS,25066,653,
AMD Ryzen 7 8840HX,43315,293,
AMD Ryzen 7 8840U,23414,727,
AMD Ryzen 7 8845H,26927,593,
AMD Ryzen 7 8845HS,28455,541,
AMD Ryzen 7 9700X,37108,360,122.49
AMD Ryzen 7 9800X3D,39971,330,86.33
AMD Ryzen 7 Extreme Edition,16224,1117,
AMD Ryzen 7 H 250,24508,681,
AMD Ryzen 7 H 255,28862,529,
AMD Ryzen 7 H 260,29226,519,
AMD Ryzen 7 PRO 1700,14699,1198,
AMD Ryzen 7 PRO 1700X,15570,1151,
AMD Ryzen 7 PRO 250,21353,829,
AMD Ryzen 7 PRO 2700,15226,1171,
AMD Ryzen 7 PRO 2700U,7004,1912,
AMD Ryzen 7 PRO 2700X,16959,1077,
AMD Ryzen 7 PRO 3700,22751,752,68.94
AMD Ryzen 7 PRO 3700U,7195,1877,
AMD Ryzen 7 PRO 4700G,19715,920,
AMD Ryzen 7 PRO 4750G,20210,896,64.85
AMD Ryzen 7 PRO 4750GE,18406,989,
AMD Ryzen 7 PRO 4750U,14748,1196,
AMD Ryzen 7 PRO 5750G,23844,708,
AMD Ryzen 7 PRO 5750GE,21046,844,33.55
AMD Ryzen 7 PRO 5755G,24216,694,
AMD Ryzen 7 PRO 5755GE,20870,849,
AMD Ryzen 7 PRO 5800H,19461,934,
AMD Ryzen 7 PRO 5845,26054,623,
AMD Ryzen 7 PRO 5850U,16785,1089,
AMD Ryzen 7 PRO 5875U,16668,1094,
AMD Ryzen 7 PRO 6850H,23430,726,
AMD Ryzen 7 PRO 6850HS,22322,773,
AMD Ryzen 7 PRO 6850U,20528,873,
AMD Ryzen 7 PRO 6860Z,20084,903,
AMD Ryzen 7 PRO 7730U,18138,1007,
AMD Ryzen 7 Pro 7735U,18465,983,
AMD Ryzen 7 PRO 7745,34827,388,57.6
AMD Ryzen 7 PRO 7840HS,26777,597,
AMD Ryzen 7 PRO 7840U,24476,685,
AMD Ryzen 7 PRO 8700G,31135,464,
