53037,1603470
53238,1608450
53439,1613150
53640,1620390
53841,1625170
54042,1630440
54243,1635580
54444,1640490
54645,1645940
54846,1651620
55047,1656950
55248,1662570
55449,1668350
55650,1673370
55851,1677960
56052,1682450
56253,1686880
56454,1691490
56655,1696130
56856,1701330
57057,1706590
57258,1710790
57459,1715330
57660,1720180
57861,1725360
58062,1730220
58263,1735280
58464,1740760
58665,1745690
58866,1750440
59067,1755870
59268,1761310
59469,1766450
59670,1771880
59871,1777910
60072,1782330
60273,1787190
60474,1792070
60675,1796570
60876,1801520
61077,1805980
61278,1810720
61479,1815260
61680,1820350
61881,1825000
62082,1829700
62283,1834470
62484,1838980
62685,1843330
62886,1848440
63087,1853650
63288,1858810
63489,1863560
63690,1868430
63891,1873300
64092,1878660
64293,1883430
64294,1883440
64495,1889010
64696,1894100
64897,1898990
65098,1904160
65299,1909280
65500,1914340
65701,1919140
65902,1923960
66103,1928320
66304,1932750
66505,1937640
66706,1942440
66907,1947460
67108,1952370
67309,1957170
67510,1962610
67711,1966900
67912,1971380
68113,1976450
68314,1981820
68515,1986910
68716,1991360
68917,1996550
69118,2001860
69319,2007000
69520,2012600
69721,2017950
69922,2023540
70123,2050820
70324,2056530
70525,2062030
70726,2066690
70927,2071360
71128,2075650
71329,2080170
71530,2084620
71731,2089510
71932,2094300
72133,2098600
72334,2102870
72535,2107780
72736,2113120
72937,2117210
73138,2122810
73339,2128020
73540,2133170
73741,2138180
73942,2143110
74143,2148170
74344,2153330
74545,2158690
74746,2164280
74947,2169350
75148,2174790
75349,2179290
75550,2183800
75751,2188790
75952,2193500
76153,2197780
76354,2202880
76555,2207120
76756,2212250
76957,2217180
77158,2222240
77359,2227100
77560,2231750
77761,2236900
77962,2242130
78163,2246650
78364,2251570
78565,2257100
78766,2262080
78967,2266600
79168,2271360
79369,2276540
79570,2281760
79771,2286380
79972,2291780
80173,2296910
80374,2302080
80575,2307260
80776,2312450
80977,2317560
81178,2322530
81379,2327190
81580,2331360
81781,2336250
81982,2341070
82183,2345380
82384,2350020
82585,2354880
82786,2359570
82987,2364140
83188,2368860
83389,2373560
83590,2378250
83791,2383050
83992,2387820
84193,2393140
84394,2398240
84595,2403390
84796,2408270
84997,2412740
85198,2417660
85399,2422710
85600,2427870
85801,2432230
86002,2437000
86203,2441910
86404,2446430
86605,2451640
86806,2456320
87007,2461770
87208,2467510
87409,2472300
87610,2477160
87811,2482030
88212,2492020
88413,2497280
88614,2503180
88815,2508290
89016,2513090
89217,2518600
89418,2523500
89619,2528600
89820,2533230
90021,2538750
90222,2543990
90423,2549580
90624,2555230
90825,2560360
91026,2565180
91227,2570580
91428,2576870
91629,2582540
91830,2587950
92031,2593370
92232,2598560
92433,2603230
92634,2609040
92835,2614580
93036,2620530
