118,9710
319,33900
520,80330
721,216210
2200,262790
2401,280890
2602,294680
2803,308460
3004,322750
3205,336030
3406,346110
3607,356430
3808,367000
4009,377880
4210,389700
4411,401690
4612,414140
4813,428240
5014,438820
5215,450950
5416,462380
5617,476600
5818,493540
6019,503460
6220,514290
6421,526310
6622,537990
6823,548860
7024,559680
379,32370
580,63900
781,212480
982,239350
1183,259810
1384,277460
1585,292330
1786,305980
1987,320040
2188,333760
2669,288570
2870,301860
3071,315460
3272,329660
3473,341030
3674,351300
3875,362130
4076,372210
4277,384310
4478,395830
4679,407810
4880,420840
5081,433900
5282,446310
5483,457010
5684,467290
5885,487430
6086,498280
6287,509850
6488,520610
6689,531510
6890,544310
7091,554140
7292,565660
7493,576280
7694,588070
7895,599880
8096,611790
8297,623670
8498,638240
8699,652480
8900,661490
9101,670820
9302,679510
9503,689170
9704,700030
9905,710310
10106,720280
10307,731230
10508,743330
10709,752500
10910,762540
11111,772570
11312,782260
11513,792610
11714,802600
11915,813450
12116,823340
12317,836080
12518,845660
12719,856600
12920,866740
13121,876540
13322,886710
13523,897210
13724,910190
13925,921450
14126,932370
14327,943680
14528,954240
14729,965390
14930,976500
15131,986990
15332,999250
15533,1009700
15734,1019240
15935,1029890
16136,1039890
16337,1049920
16538,1059470
16739,1068510
16940,1078380
17141,1089080
17342,1098470
17543,1109170
17670,1115050
17745,1118730
17946,1128100
18147,1137980
18348,1147200
18549,1155900
18750,1165620
18951,1175050
19152,1185190
19353,1195340
19554,1204740
19755,1214540
19956,1223270
20157,1234330
20358,1245560
20559,1256490
20760,1265510
20961,1274940
21162,1284730
21363,1294040
21564,1303270
21765,1314230
21966,1329320
22167,1338840
22368,1348250
22569,1358510
22770,1367710
22971,1376350
23172,1385880
23373,1394940
23574,1405730
23775,1415020
23976,1425000
24177,1434540
24378,1446050
24579,1455100
24780,1464930
24981,1475760
25182,1484940
25383,1493690
25584,1503350
25785,1512750
25986,1522160
26187,1532830
26388,1543550
26589,1552210
26790,1561740
26991,1570610
27192,1579190
27393,1587930
27594,1596310
27795,1605460
27996,1616740
28197,1627140
28398,1637560
28599,1647920
28800,1659470
29001,1670160
29202,1679820
29403,1688690
29604,1698290
29805,1708270
29910,1712950
29916,1713210
29923,1713620
29924,1713660
29925,1713710
29926,1713730
29927,1713770
29938,1714240
29939,1714270
29940,1714300
29941,1714320
29943,1714380
29944,1714400
29945,1714420
29946,1714440
29947,1714470
29948,1714500
29949,1714530
29950,1714580
29951,1714640
29952,1714660
29953,1714710
29954,1714760
29955,1714830
29956,1714900
75030,2171750
75035,2171920
75036,2171930
14,440
17,570
18,620
19,630
20,730
21,1002
22,1200
27,1510
21,1002
233,9460
234,9480
235,9500
